Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,ProductionSchedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4
72815-4,,BALA,Regular,FALSE,72815,Priority,4,2,0,5360,AE,"SKPE-18047-SL 0/100-ASO-AL(9' 11 1/2"")-800-80-35-SO-C(SW6802)-UNV-D-1-CT9(36)-B1(BSL310LP)",19/10/2018,68.05,Machine Shop Started,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,1,6,6,,,Picked - Complete,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.134166667,1:01:56,11.34166667,893.3333333,6,68.05,5360.00,,- ,- ,Machine Shop Started,,0,6,
72815-5,,BALA,Regular,FALSE,72815,Priority,5,2,0,5360,A2E,"SKPE-18047-SL 0/100-ASO-AL(9' 11 1/2"")-800-80-35-SO-C(SW6732)-UNV-D-1-CT9(36)-B1(BSL310LP)",19/10/2018,68.05,Machine Shop Started,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,1,6,6,,,Picked - Complete,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.134166667,1:01:56,11.34166667,893.3333333,6,68.05,5360.00,,- ,- ,Machine Shop Started,,0,6,
72781-1,,BALA,Regular,FALSE,72781,Regular,1,3,0,2328.72,D-8',ZELED-SL 65/35-1100-80-40-MSO-8-AP-UNV-MD-1-CA(36),11/10/2018,34.008,Machine Shop Finished,,Picked - Complete,,11/10/2018,FALSE,,C - Small,4,3,6,Picked - Complete,,,OK,Machine Shop Finished -Ready,,12/10/2018,,1,#REF!,Complete,0,FALSE,0,72781-1,0.5668,0:30:57,11.336,776.24,3,34.01,2328.72,,0,12/10/2018,Wiring Started,,0,3,
72752-1,,BALA,Regular,FALSE,72752,Regular,1,2,0,2850,L9,STFD-DSO(16'-400)-80-35-AL(3)-W-UNV-MD-1-CT15(36)-RC,18/10/2018,24.54,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,8,8,,,Picked - Complete,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,Shortage,FALSE,Shortage,- ,0.409,0:22:20,3.0675,356.25,8,24.54,2850.00,,- ,- ,Machine Shop Started,,0,8,
62307-2,,BALA,Regular,FALSE,62307,Regular,2,1,0,960,LT08,BBDLED-750-90-35-SO-8-AP-120-DP-1-CA(84),24/10/2018,8.637,Scheduled/Released,,Picked - Complete,,,TRUE,,C - Small,12,2,2,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,Wrong info. In SD,TRUE,,- ,0.14395,0:07:52,4.3185,480,2,8.64,960.00,,- ,- ,Scheduled/Released,,0,2,
72729-2,,BALA,Regular,FALSE,72729,High Priority,2,2,0,7550,A-32',SP18294(2)-ZESLED-SL 0/100-900-80-30-MSO-32-AP-120-LT(2-WIRE)-1-S,05/10/2018,98.224,Wiring Started,"line#1 has to ship with line 2
can ship no later than Oct 9th",Picked - Complete,23/09/2018,,FALSE,,C - Small,4,8,16,,,Picked - Complete,OK,Wiring Started,,on hold,,1,#REF!,Complete,On Hold,FALSE,On Hold,- ,1.637066667,1:29:23,12.278,943.75,8,98.22,7550.00,,- ,- ,Wiring Started,,0,8,
75219-1,,BALA,Regular,FALSE,75219,High Priority,1,1,0,600,B12,BRLED-500-80-35-FL-12-W-UNV-DP-1-DB,25/10/2018,0,Scheduled/Released,,,,,FALSE,,C - Small,12,1,3,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0,0:00:00,0,600,1,0.00,600.00,,- ,- ,Machine Shop Started,,0,1,
72703-2,,BALA,Regular,FALSE,72703,Priority,2,1,0,1396.5,S14,SCR-500-80-27-0.5P-14-W-UNV-DP-1+E(1)-DS,25/10/2018,17.255,Scheduled/Released,must ship Oct 25th,Picked - Complete,,,FALSE,,A - Regular,7,2,3,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.287583333,0:15:42,8.6275,698.25,2,17.26,1396.50,,- ,- ,Scheduled/Released,,0,2,
72703-5,,BALA,Regular,FALSE,72703,Priority,5,1,0,4588.5,SL-14'X6',SCRPAT-REC-90-500-80-35-0.5P-14'X6'-EX-W-UNV-DP-1+E(2)-DS,25/10/2018,0,Scheduled/Released,must ship Oct 25th,Picked - Complete,,,FALSE,,A - Regular,7,8,8,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0,0:00:00,0,573.5625,8,0.00,4588.50,,- ,- ,Scheduled/Released,,0,8,
72703-6,,BALA,Regular,FALSE,72703,Priority,6,12,0,8208,ST-6,STD-SO-300-80-27-6-W-UNV-MD-1-CTS(36)-SC,25/10/2018,0,Scheduled/Released,must ship Oct 25th,Picked - Complete,,,FALSE,,A - Regular,7,12,12,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0,0:00:00,0,684,12,0.00,8208.00,,- ,- ,Scheduled/Released,,0,12,
72688-1,,BALA,Regular,FALSE,72688,High Priority,1,2,0,3638,S2-19,"CCL-SL-300-80-35-CL(19'6"")-W-UNV-DP-1-C",16/10/2018,46.26,Machine Shop Finished,Order swapped from 10/9 - Must ship no later than 10/16,Picked - Complete,,,FALSE,,C - Small,1,6,12,,,,OK,Machine Shop Finished -Ready,,15/10/2018,,1,#REF!,Complete,0,FALSE,0,72688-1,0.771,0:42:06,7.71,606.3333333,6,46.26,3638.00,,0,12/10/2018,Machine Shop Finished,,0,6,
75219-2,,BALA,Regular,FALSE,75219,High Priority,2,1,0,400,B8,BRLED-500-80-35-FL-8-W-UNV-DP-1-DB,25/10/2018,0,Scheduled/Released,,,,,FALSE,,C - Small,12,1,2,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0,0:00:00,0,400,1,0.00,400.00,,- ,- ,Machine Shop Started,,0,1,
72623-2,,BALA,Regular,FALSE,72623,High Priority,2,14,0,7308,L4B ALT-8',SCDLAC-AC(1)-D24-D-300-80-30-FL-8-BLK-120-DP-2-CA(36),12/10/2018,96.138,Wiring Started,,Picked - Complete,,10/10/2018,FALSE,,A - Regular,7,14,28,Picked - Complete,Picked - Complete,,OK,Wiring Started,,12/10/2018,,1,#REF!,Complete,0,FALSE,0,72623-2,1.6023,1:27:29,6.867,522,14,96.14,7308.00,,0,12/10/2018,Wiring Started,,0,14,
72623-3,,BALA,Regular,FALSE,72623,High Priority,3,20,0,11880,L4C ALT-8',SCDLAC-AC(2)-D24-D-300-80-30-FL-8-BLK-120-DP-2-CA(36),12/10/2018,137.34,Wiring Started,,Picked - Complete,,10/10/2018,FALSE,,A - Regular,7,20,40,Picked - Complete,Picked - Complete,,OK,Wiring Started,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,72623-3,2.289,2:04:59,6.867,594,20,137.34,11880.00,,0,12/10/2018,Wiring Started,,0,20,
72623-5,,BALA,Regular,FALSE,72623,High Priority,5,4,0,1944,L5B ALT-6',SCDLAC-AC(2)-D24-D-300-80-30-FL-6-BLK-120-DP-2-CA(36),12/10/2018,27.468,Wiring Started,,Picked - Complete,,10/10/2018,FALSE,,A - Regular,7,4,8,Picked - Complete,Picked - Complete,,OK,Wiring Started,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,72623-5,0.4578,0:25:00,6.867,486,4,27.47,1944.00,,0,12/10/2018,Wiring Started,,0,4,
72623-6,,BALA,Regular,FALSE,72623,High Priority,6,14,0,8288,L4A ALT-EM-8',SCD-300-80-30-FL-8-BLK-120-DP-1-CA(36)-B1(BSL310LP),12/10/2018,141.526,Wiring Started,,Picked - Complete,,10/10/2018,FALSE,,A - Regular,7,14,28,Picked - Complete,Picked - Complete,,OK,Wiring Started,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,72623-6,2.358766667,2:08:47,10.109,592,14,141.53,8288.00,,0,11/10/2018,Wiring Started,,10,4,
72623-7,,BALA,Regular,FALSE,72623,High Priority,7,2,0,1364,L4B ALT-8'EM,SCDLAC-AC(1)-D24-D-300-80-30-FL-8-BLK-120-DP-2-CA(36)-C(ADD 1 BATTERY BSL310LP),12/10/2018,21.366,Wiring Started,,Picked - Complete,,10/10/2018,FALSE,,A - Regular,7,2,6,Picked - Complete,Picked - Complete,,OK,Wiring Started,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,72623-7,0.3561,0:19:27,10.683,682,2,21.37,1364.00,,0,12/10/2018,Wiring Started,,0,2,
72623-8,,BALA,Regular,FALSE,72623,High Priority,8,4,0,1936,L5A ALT-6' EM,SCD-300-80-30-FL-6-BLK-120-DP-1-CA(36)-B1(BSL310LP),12/10/2018,40.436,Wiring Started,,Picked - Complete,,10/10/2018,FALSE,,A - Regular,7,4,4,Picked - Complete,Picked - Complete,,OK,Wiring Started,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,72623-8,0.673933333,0:36:48,10.109,484,4,40.44,1936.00,,0,12/10/2018,Wiring Started,,0,4,
75060-1,,BALA,Regular,FALSE,75060,Regular,1,2,0,1267.2,L03 8',BMRLED-500-80-35-FL-8-W-UNV-DP-1-TB9,25/10/2018,12.198,Scheduled/Released,,,,,FALSE,,C - Small,12,2,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.2033,0:11:06,6.099,633.6,2,12.20,1267.20,,- ,- ,Scheduled/Released,,0,2,
74901-1,,BALA,Regular,FALSE,74901,Regular,1,4,0,1360,AW01-ADD,BRLED-500-80-30-FL-4'-W-UNV-DP-1-DF,25/10/2018,13.048,Scheduled/Released,,,,,FALSE,,C - Small,12,4,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.217466667,0:11:52,3.262,340,4,13.05,1360.00,,- ,- ,Scheduled/Released,,0,4,
72578-1,,BALA,Regular,FALSE,72578,Regular,1,59,0,21240,R4L-4,CLKLED-750-80-35-SO-4-W-120-DP-1-DS,16/10/2018,254.054,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,1,59,59,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,4.234233333,3:51:11,4.306,360,59,254.05,21240.00,,- ,- ,Machine Shop Finished,,0,59,
72578-2,,BALA,Regular,FALSE,72578,Regular,2,6,0,2520,W2,BBWDILED-625-625-80-35-SO-2-W-120-DP-1,16/10/2018,40.032,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,1,12,6,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,PM wrong/missing info,TRUE,,- ,0.6672,0:36:26,3.336,210,12,40.03,2520.00,,- ,- ,Machine Shop Finished,,0,12,
72578-3,,BALA,Regular,FALSE,72578,Regular,3,5,0,2100,W4-4,BBWDILED-625-625-80-35-SO-4-W-120-DP-1,16/10/2018,33.36,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,1,10,10,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,PM wrong/missing info,TRUE,,- ,0.556,0:30:21,3.336,210,10,33.36,2100.00,,- ,- ,Machine Shop Finished,,0,10,
72578-4,,BALA,Regular,FALSE,72578,Regular,4,7,0,2520,R4L,CLKLED-750-80-35-SO-4-W-120-DP-1-DS,16/10/2018,30.142,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,1,7,7,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.502366667,0:27:26,4.306,360,7,30.14,2520.00,,- ,- ,Machine Shop Finished,,0,7,
72578-7,,BALA,Regular,FALSE,72578,Regular,7,1,0,1265,"W4-10'6""","BBWDILED-625-625-80-35-SO-10'6""-W-120-DP-1",16/10/2018,15.368,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,1,1,5,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.256133333,0:13:59,15.368,1265,1,15.37,1265.00,,- ,- ,Machine Shop Finished,,0,1,
72578-8,,BALA,Regular,FALSE,72578,Regular,8,1,0,1265,W4-11,BBWDILED-625-625-80-35-SO-11-W-120-DP-1,16/10/2018,15.368,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,1,1,5,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.256133333,0:13:59,15.368,1265,1,15.37,1265.00,,- ,- ,Machine Shop Finished,,0,1,
72578-9,,BALA,Regular,FALSE,72578,Regular,9,1,0,1035,"W4-8'8""","BBWDILED-625-625-80-35-SO-8'8""-W-120-DP-1",16/10/2018,15.368,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,1,1,4,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.256133333,0:13:59,15.368,1035,1,15.37,1035.00,,- ,- ,Machine Shop Finished,,0,1,
72578-10,,BALA,Regular,FALSE,72578,Regular,10,1,0,1035,W4-9,BBWDILED-625-625-80-35-SO-9-W-120-DP-1,16/10/2018,15.368,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,1,1,5,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.256133333,0:13:59,15.368,1035,1,15.37,1035.00,,- ,- ,Machine Shop Finished,,0,1,
72575-1,,BALA,Regular,FALSE,72575,Priority,1,11,0,1980,F01-2',BBRLED-500-80-30-FL-2'-W-UNV-DP-1-TB9,24/10/2018,26.576,Machine Shop Started,,,,,FALSE,,A - Regular,15,11,11,,,Picked - Stagging,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.442933333,0:24:11,2.416,180,11,26.58,1980.00,,- ,- ,Machine Shop Started,,0,11,
72575-2,,BALA,Regular,FALSE,72575,Priority,2,194,0,40740,F01-3',BBRLED-500-80-30-FL-3'-W-UNV-DP-1-TB9,24/10/2018,468.704,Machine Shop Started,,,,,FALSE,,A - Regular,15,194,194,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,7.811733333,7:06:31,2.416,210,194,468.70,40740.00,,- ,- ,Machine Shop Started,,0,194,
72575-3,,BALA,Regular,FALSE,72575,Priority,3,3,0,720,F01-4',BBRLED-500-80-30-FL-4'-W-UNV-DP-1-TB9,24/10/2018,7.248,Machine Shop Started,,,,,FALSE,,A - Regular,15,3,3,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.1208,0:06:36,2.416,240,3,7.25,720.00,,- ,- ,Machine Shop Started,,0,3,
72575-4,,BALA,Regular,FALSE,72575,Priority,4,10,0,3000,F01-5',BBRLED-500-80-30-FL-5'-W-UNV-DP-1-TB9,24/10/2018,46.35,Machine Shop Started,,,,,FALSE,,A - Regular,15,10,10,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.7725,0:42:11,4.635,300,10,46.35,3000.00,,- ,- ,Machine Shop Started,,0,10,
72575-5,,BALA,Regular,FALSE,72575,Priority,5,99,0,35640,F01-6',BBRLED-500-80-30-FL-6'-W-UNV-DP-1-TB9,24/10/2018,458.865,Machine Shop Started,,,,,FALSE,,A - Regular,15,99,99,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,7.64775,6:57:34,4.635,360,99,458.87,35640.00,,- ,- ,Machine Shop Started,,0,99,
72575-6,,BALA,Regular,FALSE,72575,Priority,6,1,0,450,F03A-6',GPLED-FC2W-1000-80-30-RG2-6-W-UNV-DP-1-DF,24/10/2018,6.326,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,1,1,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.105433333,0:05:45,6.326,450,1,6.33,450.00,,- ,- ,Machine Shop Started,,0,1,
72575-7,,BALA,Regular,FALSE,72575,Priority,7,2,0,1950,F03A-13',GPLED-FC2W-1000-80-30-RG2-13-W-UNV-DP-1-DF,24/10/2018,26.6,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,4,6,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.443333333,0:24:12,6.65,487.5,4,26.60,1950.00,,- ,- ,Machine Shop Started,,0,4,
72575-8,,BALA,Regular,FALSE,72575,Priority,8,4,0,900,F18-5',SP18254(1)-BRLED-450-80-30-FL-5-W-UNV-DP-1-D,24/10/2018,25.304,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,4,8,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.421733333,0:23:02,6.326,225,4,25.30,900.00,,- ,- ,Machine Shop Started,,0,4,
72575-9,,BALA,Regular,FALSE,72575,Priority,9,5,0,1350,F18-6',SP18254(1)-BRLED-450-80-30-FL-6-W-UNV-DP-1-D,24/10/2018,31.63,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,5,10,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.527166667,0:28:47,6.326,270,5,31.63,1350.00,,- ,- ,Machine Shop Started,,0,5,
72575-10,,BALA,Regular,FALSE,72575,Priority,10,7,0,2520,F18-8',SP18254(1)-BRLED-450-80-30-FL-8-W-UNV-DP-1-D,24/10/2018,44.282,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,7,14,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.738033333,0:40:18,6.326,360,7,44.28,2520.00,,- ,- ,Machine Shop Started,,0,7,
72575-11,,BALA,Regular,FALSE,72575,Priority,11,2,0,900,F18-10',SP18254(1)-BRLED-450-80-30-FL-10-W-UNV-DP-1-D,24/10/2018,18.032,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,2,6,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.300533333,0:16:25,9.016,450,2,18.03,900.00,,- ,- ,Machine Shop Started,,0,2,
72575-12,,BALA,Regular,FALSE,72575,Priority,12,7,0,3780,F18-12',SP18254(1)-BRLED-450-80-30-FL-12-W-UNV-DP-1-D,24/10/2018,63.112,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,7,21,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,1.051866667,0:57:26,9.016,540,7,63.11,3780.00,,- ,- ,Machine Shop Started,,0,7,
72575-13,,BALA,Regular,FALSE,72575,Priority,13,4,0,2700,F18-15',SP18254(1)-BRLED-450-80-30-FL-15-W-UNV-DP-1-D,24/10/2018,53.2,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,8,16,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.886666667,0:48:25,6.65,337.5,8,53.20,2700.00,,- ,- ,Machine Shop Started,,0,8,
72575-14,,BALA,Regular,FALSE,72575,Priority,14,8,0,960,F18A-2',BRLED-400-80-30-FL-2-W-UNV-DP-1-DF,24/10/2018,26.096,Machine Shop Started,,,,,FALSE,,A - Regular,15,8,8,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.434933333,0:23:45,3.262,120,8,26.10,960.00,,- ,- ,Machine Shop Started,,0,8,
72575-15,,BALA,Regular,FALSE,72575,Priority,15,7,0,1680,F18A-4',BRLED-400-80-30-FL-4-W-UNV-DP-1-DF,24/10/2018,22.834,Machine Shop Started,,,,,FALSE,,A - Regular,15,7,7,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.380566667,0:20:47,3.262,240,7,22.83,1680.00,,- ,- ,Machine Shop Started,,0,7,
72575-16,,BALA,Regular,FALSE,72575,Priority,16,12,0,4320,F18A-6',BRLED-400-80-30-FL-6-W-UNV-DP-1-DF,24/10/2018,75.912,Machine Shop Started,,,,,FALSE,,A - Regular,15,12,12,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,1.2652,1:09:05,6.326,360,12,75.91,4320.00,,- ,- ,Machine Shop Started,,0,12,
72575-17,,BALA,Regular,FALSE,72575,Priority,17,17,0,8160,F18A-8',BRLED-400-80-30-FL-8-W-UNV-DP-1-DF,24/10/2018,107.542,Machine Shop Started,,,,,FALSE,,A - Regular,15,17,34,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,1.792366667,1:37:52,6.326,480,17,107.54,8160.00,,- ,- ,Machine Shop Started,,0,17,
72575-22,,BALA,Regular,FALSE,72575,Priority,22,1,0,2040,F20-22',SCDIPAT-ASO-120-250-250-80-30-NO-FL-22-NL-W-UNV-DP-1-CA(12)-C(2' SEGMENT),24/10/2018,0,Machine Shop Started,,Picked - Complete,,,TRUE,,A - Regular,7,3,6,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,PM wrong/missing info,TRUE,,- ,0,0:00:00,0,680,3,0.00,2040.00,,- ,- ,Machine Shop Started,,0,3,
72575-23,,BALA,Regular,FALSE,72575,Priority,23,2,0,7100,F20A-30',SCDIPAT-ASO-120-250-250-80-30-NO-FL-30-NL-W-UNV-DP-1-CA(12)-C(2' SEGMENT),24/10/2018,0,Machine Shop Started,,Picked - Complete,,,TRUE,,A - Regular,7,12,8,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,#REF!,Complete,PM wrong/missing info,TRUE,,- ,0,0:00:00,0,591.6666667,12,0.00,7100.00,,- ,- ,Machine Shop Started,,0,12,
72575-24,,BALA,Regular,FALSE,72575,Priority,24,1,0,5450,F20B-46',SCDIPAT-ASO-120-250-250-80-30-NO-FL-46-NL-W-UNV-DP-1-CA(12)-C(2' SEGMENT),24/10/2018,0,Scheduled/Released,,Picked - Complete,,,TRUE,,A - Regular,7,12,5,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,PM wrong/missing info,TRUE,,- ,0,0:00:00,0,454.1666667,12,0.00,5450.00,,- ,- ,Scheduled/Released,,0,12,
72543-1,,BALA,Regular,FALSE,72543,High Priority,1,18,0,8100,A-6',BDLED-750-80-30-SO-6-AP-120-DP-1-CA(144),25/10/2018,136.116,Scheduled/Released,,,,,FALSE,,A - Regular,1,18,36,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,2.2686,2:03:52,7.562,450,18,136.12,8100.00,,- ,- ,Scheduled/Released,,0,18,
72543-2,,BALA,Regular,FALSE,72543,High Priority,2,5,0,4000,A-8',BDLED-750-80-30-SO-8-DMLED(2)-AP-120-DP-1+M-CA(144),25/10/2018,55.815,Scheduled/Released,,,,,FALSE,,A - Regular,1,5,10,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.93025,0:50:47,11.163,800,5,55.82,4000.00,,- ,- ,Scheduled/Released,,0,5,
72543-3,,BALA,Regular,FALSE,72543,High Priority,3,8,0,8800,A-12',BDLED-750-80-30-SO-12-DMLED(2)-AP-120-DP-1+M-CA(144),25/10/2018,108.808,Scheduled/Released,,,,,FALSE,,A - Regular,1,8,24,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,1.813466667,1:39:01,13.601,1100,8,108.81,8800.00,,- ,- ,Scheduled/Released,,0,8,
74856-1,,BALA,Regular,FALSE,74856,High Priority,1,9,0,3708,A-8',BB-S-NO-8-NL-T5-1S-1S-W-120-ERS-1-CTS(36),25/10/2018,66.951,Scheduled/Released,,,,,FALSE,,A - Regular,12,9,27,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,1.11585,1:00:56,7.439,412,9,66.95,3708.00,,- ,- ,Scheduled/Released,,0,9,
74830-1,,BALA,Regular,FALSE,74830,Regular,1,3,0,3412.8,LF-1,TB2DLED-750-80-30-0.25G-8-BLK-UNV-DP-1-CA(96),25/10/2018,29.667,Scheduled/Released,,,,,TRUE,,C - Small,12,3,6,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,Wrong info. In SD,TRUE,,- ,0.49445,0:27:00,9.889,1137.6,3,29.67,3412.80,,- ,- ,Scheduled/Released,,0,3,
74786-1,,BALA,Regular,FALSE,74786,Regular,1,1,0,252,L2-4',SCR-500-90-35-FL-4-W-UNV-DP-1-TB15,25/10/2018,5.028,Scheduled/Released,,,,,FALSE,,A - Regular,12,1,1,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.0838,0:04:35,5.028,252,1,5.03,252.00,,- ,- ,Scheduled/Released,,0,1,
74786-2,,BALA,Regular,FALSE,74786,Regular,2,7,0,4410.07,L2-10',SCR-500-90-35-FL-10-W-UNV-DP-1-TB15,25/10/2018,71.288,Scheduled/Released,,,,,FALSE,,A - Regular,12,7,14,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,1.188133333,1:04:52,10.184,630.01,7,71.29,4410.07,,- ,- ,Scheduled/Released,,0,7,
72521-7,,BALA,Regular,FALSE,72521,High Priority,7,5,0,1560,L7,SKVLED-22-4500-80-40-2XVL-FL-W-UNV-DP-1-TB15,19/10/2018,10.595,Scheduled/Released,NO LATER THAN OCTOBER 25TH,,,,FALSE,,A - Regular,10,5,5,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,2,,0,FALSE,0,- ,0.176583333,0:10:36,2.119,312,5,10.60,1560.00,,- ,- ,Scheduled/Released,,0,5,
72521-8,,BALA,Regular,FALSE,72521,High Priority,8,3,0,1536,L7 EM,SKVLED-22-4500-80-40-2XVL-FL-W-UNV-DP-1-TB15-B1(BSL310LP),19/10/2018,16.902,Scheduled/Released,NO LATER THAN OCTOBER 25TH,,,,FALSE,,A - Regular,10,3,3,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,2,,0,FALSE,0,- ,0.2817,0:16:54,5.634,512,3,16.90,1536.00,,- ,- ,Scheduled/Released,,0,3,
